0,1,2,3,4,5,6,7,8,9,10
154,B,list,mostly,movie,actress,ZZ1                 ,NN1_VV0@            ,RR                  ,NN1                 ,NN1
154,buy,one,get,one,free,VV0                 ,MC1_PN1             ,VV0                 ,MC1                 ,JJ
154,Community,Preventive,Services,Task,Force,NN1                 ,JJ                  ,NN2                 ,NN1                 ,NN1
154,de,la,Vieja,National,Park,FW                  ,FW                  ,NP1                 ,JJ                  ,NN1
154,Fifth,Amendment,right,against,self-incrimination,MD                  ,NN1                 ,NN1_RR              ,II                  ,NN1_JJ
154,Fort,Lauderdale,Hollywood,International,Airport,NP1                 ,NP1                 ,NP1                 ,JJ                  ,NN1
154,Funeral,services,were,conducted,April,NN1                 ,NN2                 ,VBDR                ,VVN                 ,NPM1
154,Funeral,services,were,conducted,May,NN1                 ,NN2                 ,VBDR                ,VVN                 ,NPM1
154,has,taken,him,all,over,VHZ                 ,VVN                 ,PPHO1               ,RR                  ,II
154,having,some,issues,with,my,VHG                 ,DD                  ,NN2                 ,IW                  ,APPGE
154,high,blood,pressure,during,pregnancy,JJ                  ,NN1                 ,NN1                 ,II                  ,NN1
154,House,Majority,Whip,Steve,Scalise,NN1_VV0@            ,NN1                 ,NN1_VV0             ,NP1                 ,NP1
154,knows,what,I 'm,talking,about,VVZ                 ,DDQ                 ,VV0                 ,VVG                 ,II
154,Late,Show,With,David,Letterman,JJ                  ,NN1                 ,IW                  ,NP1                 ,NP1_NN1
154,Low,Income,Housing,Tax,Credit,JJ                  ,NN1                 ,NN1_VVG             ,NN1                 ,NN1
154,man,after,Gods,own,heart,NN1                 ,II_CS               ,NN2                 ,DA_VV0@             ,NN1
154,Man,Who,Shot,Liberty,Valance,NN1                 ,PNQS                ,VVD                 ,NN1                 ,NN1
154,new,Micro-Particle,Colloidal,Silver,Generator,JJ                  ,NN1                 ,NP1                 ,NP1                 ,NP1_NN1
154,New,York,Times,recently,reported,NP1                 ,NP1                 ,NNT2                ,RR                  ,VVN_VVD
154,night,after,night,after,night,NNT1                ,II_CS               ,NNT1                ,II_CS               ,NNT1
154,same,thing,day,after,day,DA                  ,NN1                 ,NNT1                ,II_CS               ,NNT1
154,touch,with,our,customer,service,II32                ,II33                ,APPGE               ,NN1                 ,NN1
154,UK,Small,Business,Directory,helps,NP1                 ,NP1                 ,NN1                 ,NN1                 ,VVZ
153,broken,down,into,amino,acids,VVN                 ,RP                  ,II                  ,NN1                 ,NN2
153,But,what,about,all,those,CCB                 ,DDQ                 ,II                  ,DB                  ,DD2
153,Central,New,Mexico,Community,College,JJ                  ,NP1                 ,NP1                 ,NN1                 ,NN1
153,Check,out,our,blog,post,VV0                 ,RP                  ,APPGE               ,NN1                 ,NN1
153,Directory,see,our,Upgrade,Options,NN1                 ,VV0                 ,APPGE               ,NN1                 ,NN2
153,fall,into,three,main,categories,VV0                 ,II                  ,MC                  ,JJ                  ,NN2
153,fall,into,two,broad,categories,VV0                 ,II                  ,MC                  ,JJ                  ,NN2
153,FIA,Formula,One,World,Championship,NP1                 ,NN1                 ,MC1                 ,NN1                 ,NN1
153,find,out,how,much,time,VVI                 ,RP                  ,RGQ@                ,DA1                 ,NNT1
153,give,credit,where,its,due,VVI                 ,NN1                 ,CS_RRQ              ,APPGE               ,JJ
153,Guinness,World,Records,also,recognized,NP1                 ,NN1                 ,NN2_VVZ@            ,RR                  ,VVD_VVN
153,had,heard,great,things,about,VHD                 ,VVN                 ,JJ                  ,NN2                 ,II
153,has,its,own,unique,features,VHZ                 ,APPGE               ,DA                  ,JJ                  ,NN2
153,Indigenous,Affairs,Minister,Carolyn,Bennett,JJ                  ,NN2                 ,VV0@_NN1            ,NP1                 ,NP1
153,make,up,their,own,minds,VV0                 ,RP                  ,APPGE               ,DA                  ,NN2
153,may,take,some,time,before,VM                  ,VVI                 ,DD                  ,NNT1                ,II_CS
153,n't ,make,them,any,less,XX                  ,VVI                 ,PPHO2               ,DD                  ,DAR_RGR
153,New,York,Times,Bestseller,List,NP1                 ,NP1                 ,NNT2                ,NN1_NP1             ,NN1
153,North,Iowa,Area,Community,College,ND1                 ,NP1                 ,NN1                 ,NN1                 ,NN1
153,office,during,regular,business,hours,NN1                 ,II                  ,JJ                  ,NN1                 ,NNT2
153,people,who,lost,their,homes,NN                  ,PNQS                ,VVD                 ,APPGE               ,NN2
153,Rating,trivago,Rating,Index,based,VVG_NN1             ,NN1                 ,NN1                 ,NN1                 ,VVN
153,San,Francisco,Bay,Area,with,NP1                 ,NP1                 ,NN1_JJ@             ,NN1                 ,IW
153,seems,like,too,much,work,VVZ                 ,II                  ,RG                  ,DA1                 ,NN1
153,Students,must,demonstrate,financial,need,NN2                 ,VM                  ,VVI                 ,JJ                  ,NN1
153,Students,should,check,with,their,NN2                 ,VM                  ,VVI                 ,IW                  ,APPGE
153,there,were,some,problems,with,EX                  ,VBDR                ,DD                  ,NN2                 ,IW
153,too,much,time,talking,about,RG                  ,DA1                 ,NNT1                ,VVG                 ,II
153,trial,court,abused,its,discretion,NN1                 ,NN1                 ,VVN_VVD@            ,APPGE               ,NN1
153,two,days,before,his,death,MC                  ,NNT2                ,II_CS               ,APPGE               ,NN1
153,UN,Secretary,General,Kofi,Annan,NP1                 ,NN1                 ,NNB                 ,NP1                 ,NP1
153,Vikings,running,back,Adrian,Peterson,NN2                 ,VVG                 ,RP                  ,NP1                 ,NP1
153,what,you 're,doing,right,now,DDQ                 ,VV0                 ,VDG                 ,RR                  ,RT
153,when,my,kids,were,little,CS_RRQ              ,APPGE               ,NN2                 ,VBDR                ,JJ
153,who,has,spent,many,years,PNQS                ,VHZ                 ,VVN                 ,DA2                 ,NNT2
153,who,lives,with,her,husband,PNQS                ,VVZ                 ,IW                  ,APPGE               ,NN1
152,AGCO,Automotive,lead,technician,Brian,NP1                 ,NP1_JJ              ,NN1_VV0             ,NN1                 ,NP1
152,all,over,with,anti-humidity,hairspray,RR                  ,RP@                 ,IW                  ,JJ                  ,NN1
152,any,further,information,please,contact,DD                  ,JJR@                ,NN1                 ,RR                  ,VV0
152,any,other,questions,feel,free,DD                  ,JJ                  ,NN2                 ,VV0                 ,JJ
152,Bristol,Old,Vic,Theatre,School,NP1                 ,JJ                  ,NN1                 ,NN1                 ,NN1
152,cause,fetal,harm,when,administered,VVI                 ,JJ                  ,NN1                 ,CS_RRQ              ,VVN
152,circumstances,beyond,its,reasonable,control,NN2                 ,II                  ,APPGE               ,JJ                  ,NN1
152,combined,with,any,other,promotional,VVN                 ,IW                  ,DD                  ,JJ                  ,JJ
152,Community,Development,Block,Grant,program,NN1                 ,NN1                 ,NN1                 ,NP1_NN1@            ,NN1
152,County,area,offers,great,deals,NN1                 ,NN1                 ,VVZ@_NN2            ,JJ                  ,NN2
152,County,foreclosed,homes,through,our,NN1                 ,JJ_VVD_VVN          ,NN2                 ,II                  ,APPGE
152,Each,bedroom,has,its,own,DD1                 ,NN1                 ,VHZ                 ,APPGE               ,DA
152,especially,when,combined,with,other,RR                  ,CS                  ,VVN                 ,IW                  ,JJ
152,factors,were,taken,into,account,NN2                 ,VBDR                ,VVN                 ,II                  ,NN1
152,Federal,Reserve,chair,Janet,Yellen,JJ                  ,JJ_NN1              ,NN1                 ,NP1                 ,NP1
152,fired,FBI,Director,James,Comey,JJ@                 ,NP1                 ,NN1                 ,NP1                 ,NP1
152,foreclosed,homes,through,our,foreclosure,JJ_VVD_VVN          ,NN2                 ,II                  ,APPGE               ,NN1
